"","units","context","element","taxonid","symmetry","taxongroup","elementtype","variablename","ecologicalgroup","samples","sites"
"2552","NISP",NA,"valve",12867,NA,"Diatoms","valve","Navicula viridulacalcis","DIAT",16,16
"2553","NISP",NA,"valve",12868,NA,"Diatoms","valve","Navicula rostellata","DIAT",35,33
"2554","NISP",NA,"valve",12869,NA,"Diatoms","valve","Neidium amphigomphus","DIAT",8,8
"2555","NISP",NA,"valve",12870,NA,"Diatoms","valve","Tryblionella acuminata","DIAT",6,6
"2556","NISP",NA,"valve",12871,NA,"Diatoms","valve","Tryblionella coarctata","DIAT",3,3
"2557","NISP",NA,"valve",12872,NA,"Diatoms","valve","Tryblionella compressa","DIAT",3,3
"2558","NISP",NA,"valve",12873,NA,"Diatoms","valve","Psammodictyon constrictum","DIAT",18,18
"2559","NISP",NA,"valve",12874,NA,"Diatoms","valve","Nitzschia bulnheimiana","DIAT",7,7
"2560","NISP",NA,"valve",12877,NA,"Diatoms","valve","Hygropetra balfouriana","DIAT",1,1
"2561","NISP",NA,"valve",12880,NA,"Diatoms","valve","Rhoicosphenia abbreviata","DIAT",129,124
"2562","NISP",NA,"valve",12881,NA,"Diatoms","valve","Fragilaria capucina var. amphicephala","DIAT",9,9
"2563","NISP",NA,"valve",12882,NA,"Diatoms","valve","Ctenophora pulchella var. lacerata","DIAT",6,6
"2564","NISP",NA,"valve",12884,NA,"Diatoms","valve","Psammothidium grischunum","DIAT",1,1
"2565","NISP",NA,"valve",12886,NA,"Diatoms","valve","Brachysira microcephala","DIAT",221,214
"2566","NISP",NA,"valve",12888,NA,"Diatoms","valve","Encyonopsis subminuta","DIAT",46,43
"2567","NISP",NA,"valve",12890,NA,"Diatoms","valve","Gomphonema capitatum","DIAT",11,11
"2568","NISP",NA,"valve",12892,NA,"Diatoms","valve","Pinnularia renata","DIAT",39,37
"2569","NISP",NA,"valve",12900,NA,"Diatoms","valve","Pinnularia acidophila","DIAT",2,2
"2570","NISP",NA,"valve",12901,NA,"Diatoms","valve","Encyonopsis krammeri","DIAT",38,38
"2571","NISP",NA,"valve",12902,NA,"Diatoms","valve","Eunotia subarcuatoides","DIAT",52,50
"2572","NISP",NA,"valve",12903,NA,"Diatoms","valve","Gomphonema innocens","DIAT",16,16
"2573","NISP",NA,"valve",12907,NA,"Diatoms","valve","Pseudostaurosira neoelliptica","DIAT",11,11
"2574","NISP",NA,"valve",12908,NA,"Diatoms","valve","Pseudostaurosira clavatum","DIAT",2,2
"2575","NISP",NA,"valve",12911,NA,"Diatoms","valve","Achnanthidium latecephalum","DIAT",15,15
"2576","NISP",NA,"valve",12912,NA,"Diatoms","valve","Gomphonema vibrioides","DIAT",1,1
"2577","NISP",NA,"valve",12921,NA,"Diatoms","valve","Kobayasiella jaagii","DIAT",8,8
"2578","NISP",NA,"valve",12924,NA,"Diatoms","valve","Surirella visurgis","DIAT",1,1
"2579","NISP",NA,"valve",12929,NA,"Diatoms","valve","Pseudostaurosira parasitica","DIAT",134,129
"2580","NISP",NA,"valve",12930,NA,"Diatoms","valve","Pseudostaurosira parasitica var. subconstricta","DIAT",11,11
"2581","NISP",NA,"valve",12931,NA,"Diatoms","valve","Karayevia amoena","DIAT",1,1
"2582","NISP",NA,"valve",12932,NA,"Diatoms","valve","Karayevia carissima","DIAT",4,4
"2583","NISP",NA,"valve",12934,NA,"Diatoms","valve","Karayevia suchlandtii","DIAT",38,36
"2584","NISP",NA,"valve",12935,NA,"Diatoms","valve","Karayevia ploenensis","DIAT",2,2
"2585","NISP",NA,"valve",12936,NA,"Diatoms","valve","Gomphonema longilineare","DIAT",3,3
"2586","NISP",NA,"valve",12937,NA,"Diatoms","valve","Achnanthidium rivulare","DIAT",70,65
"2587","NISP",NA,"valve",12938,NA,"Diatoms","valve","Nupela carolina","DIAT",4,4
"2588","NISP",NA,"valve",12939,NA,"Diatoms","valve","Nupela neglecta","DIAT",1,1
"2589","NISP",NA,"valve",12940,NA,"Diatoms","valve","Achnanthidium atomus","DIAT",5,5
"2590","NISP",NA,"valve",12943,NA,"Diatoms","valve","Cymbella subturgidula","DIAT",3,3
"2591","NISP",NA,"valve",12944,NA,"Diatoms","valve","Cyclostephanos spp.","DIAT",7,7
"2592","NISP",NA,"valve",12945,NA,"Diatoms","valve","Staurosirella leptostauron var. rhomboides","DIAT",6,6
"2593","NISP",NA,"valve",12947,NA,"Diatoms","valve","Gomphonema procerum","DIAT",5,5
"2594","NISP",NA,"valve",12948,NA,"Diatoms","valve","Navicula oligotraphenta","DIAT",8,8
"2595","NISP",NA,"valve",12953,NA,"Diatoms","valve","Pinnularia brandelii","DIAT",17,3
"2596","NISP",NA,"valve",12954,NA,"Diatoms","valve","Stephanodiscus neoastraea","DIAT",13,13
"2597","NISP",NA,"valve",12955,NA,"Diatoms","valve","Adlafia multnomahii","DIAT",5,5
"2598","NISP",NA,"valve",12956,NA,"Diatoms","valve","Craticula sardiniensis","DIAT",1,1
"2599","NISP",NA,"valve",12957,NA,"Diatoms","valve","Nupela impexiformis","DIAT",29,28
"2600","NISP",NA,"valve",12958,NA,"Diatoms","valve","Encyonopsis descripta","DIAT",26,26
"2601","NISP",NA,"valve",12966,NA,"Diatoms","valve","Fallacia spp.","DIAT",2,2
"2602","NISP",NA,"valve",12975,NA,"Diatoms","valve","Sellaphora spp.","DIAT",27,26
"2603","NISP",NA,"valve",13001,NA,"Diatoms","valve","Eunotia arculus","DIAT",5,4
"2604","NISP",NA,"valve",13005,NA,"Diatoms","valve","Nitzschia cf. incognita","DIAT",1,1
"2605","NISP",NA,"valve",13006,NA,"Diatoms","valve","Achnanthes minuscula","DIAT",2,2
"2606","NISP",NA,"valve",13015,NA,"Diatoms","valve","Aulacoseira lacustris","DIAT",82,79
"2607","NISP",NA,"valve",13017,NA,"Diatoms","valve","Amphora commutata","DIAT",1,1
"2608","NISP",NA,"valve",13020,NA,"Diatoms","valve","Aulacoseira lirata var. biseriata","DIAT",23,23
"2609","NISP",NA,"valve",13024,NA,"Diatoms","valve","Navicula striolata","DIAT",9,8
"2610","NISP",NA,"valve",13030,NA,"Diatoms","valve","Achnanthidium deflexum","DIAT",48,43
"2611","NISP",NA,"valve",13031,NA,"Diatoms","valve","Encyonema hebridicum","DIAT",173,97
"2612","NISP",NA,"valve",13032,NA,"Diatoms","valve","Planothidium haynaldii","DIAT",4,4
"2613","NISP",NA,"valve",13033,NA,"Diatoms","valve","Ulnaria ulna","DIAT",23,23
"2614","NISP",NA,"valve",13037,NA,"Diatoms","valve","Tryblionella scalaris","DIAT",19,19
"2615","NISP",NA,"valve",13038,NA,"Diatoms","valve","Nupela vitiosa","DIAT",193,175
"2616","NISP",NA,"valve",13040,NA,"Diatoms","valve","Pinnularia rhombarea","DIAT",3,1
"2617","NISP",NA,"valve",13041,NA,"Diatoms","valve","Pinnularia saprophila","DIAT",1,1
"2618","NISP",NA,"valve",13043,NA,"Diatoms","valve","Planothidium calcar","DIAT",3,3
"2619","NISP",NA,"valve",13044,NA,"Diatoms","valve","Karayevia bottnica","DIAT",5,5
"2620","NISP",NA,"valve",13046,NA,"Diatoms","valve","Gomphonema turgidum","DIAT",6,6
"2621","NISP",NA,"valve",13048,NA,"Diatoms","valve","Cocconeis pseudolineata","DIAT",3,3
"2622","NISP",NA,"valve",13049,NA,"Diatoms","valve","Puncticulata bodanica","DIAT",10,10
"2623","NISP",NA,"valve",13052,NA,"Diatoms","valve","Fragilaria distans","DIAT",13,13
"2624","NISP",NA,"valve",13053,NA,"Diatoms","valve","Staurosirella oldenburgiana","DIAT",55,55
"2625","NISP",NA,"valve",13054,NA,"Diatoms","valve","Staurosira stevensonii","DIAT",2,2
"2626","NISP",NA,"valve",13056,NA,"Diatoms","valve","Frustulia krammeri","DIAT",106,99
"2627","NISP",NA,"valve",13058,NA,"Diatoms","valve","Aulacoseira tenella","DIAT",243,221
"2628","NISP",NA,"valve",13062,NA,"Diatoms","valve","Sellaphora hustedtii","DIAT",8,8
"2629","NISP",NA,"valve",13063,NA,"Diatoms","valve","Fallacia lenzii","DIAT",4,4
"2630","NISP",NA,"valve",13068,NA,"Diatoms","valve","Cavinula variostriata","DIAT",2,2
"2631","NISP",NA,"valve",13070,NA,"Diatoms","valve","Psammodictyon panduriforme","DIAT",1,1
"2632","NISP",NA,"valve",13073,NA,"Diatoms","valve","Surirella helvetica","DIAT",1,1
"2633","NISP",NA,"valve",13075,NA,"Diatoms","valve","Fragilaria capucina var. fragilarioides","DIAT",59,54
"2634","NISP",NA,"valve",13076,NA,"Diatoms","valve","Pseudostaurosira subsalina","DIAT",22,21
"2635","NISP",NA,"valve",13077,NA,"Diatoms","valve","Astartiella bahusiensis","DIAT",1,1
"2636","NISP",NA,"valve",13078,NA,"Diatoms","valve","Achnanthidium caledonicum","DIAT",77,76
"2637","NISP",NA,"valve",13079,NA,"Diatoms","valve","Platessa conspicua","DIAT",63,59
"2638","NISP",NA,"valve",13080,NA,"Diatoms","valve","Platessa holsatica","DIAT",2,2
"2639","NISP",NA,"valve",13082,NA,"Diatoms","valve","Platessa hustedtii","DIAT",6,6
"2640","NISP",NA,"valve",13084,NA,"Diatoms","valve","Planothidium stewartii","DIAT",12,12
"2641","NISP",NA,"valve",13085,NA,"Diatoms","valve","Fragilaria radians","DIAT",9,9
"2642","NISP",NA,"valve",13086,NA,"Diatoms","valve","Discostella glomerata","DIAT",68,65
"2643","NISP",NA,"valve",13087,NA,"Diatoms","valve","Discostella pseudostelligera","DIAT",295,264
"2644","NISP",NA,"valve",13088,NA,"Diatoms","valve","Discostella stelligera","DIAT",354,319
"2645","NISP",NA,"valve",13089,NA,"Diatoms","valve","Discostella stelligeroides","DIAT",7,7
"2646","NISP",NA,"valve",13090,NA,"Diatoms","valve","Discostella woltereckii","DIAT",52,44
"2647","NISP",NA,"valve",13091,NA,"Diatoms","valve","Pseudostaurosiropsis geocollegarum","DIAT",28,28
"2648","NISP",NA,"valve",13092,NA,"Diatoms","valve","Pseudostaurosira trainorii","DIAT",38,37
"2649","NISP",NA,"valve",13093,NA,"Diatoms","valve","Fragilaria rhabdosoma","DIAT",2,2
"2650","NISP",NA,"valve",13094,NA,"Diatoms","valve","Fragilaria sepes","DIAT",228,221
"2651","NISP",NA,"valve",13096,NA,"Diatoms","valve","Gomphonema auritum","DIAT",3,3
"2652","NISP",NA,"valve",13097,NA,"Diatoms","valve","Navicula phylleptosoma","DIAT",4,4
"2653","NISP",NA,"valve",13099,NA,"Diatoms","valve","Craticula buderi","DIAT",1,1
"2654","NISP",NA,"valve",13100,NA,"Diatoms","valve","Navicula oppugnata","DIAT",1,1
"2655","NISP",NA,"valve",13101,NA,"Diatoms","valve","Nupela fennica","DIAT",57,53
"2656","NISP",NA,"valve",13103,NA,"Diatoms","valve","Eolimna minima","DIAT",31,30
"2657","NISP",NA,"valve",13107,NA,"Diatoms","valve","Achnanthidium eutrophilum","DIAT",10,10
"2658","NISP",NA,"valve",13109,NA,"Diatoms","valve","Delphineis minutissima","DIAT",1,1
"2659","NISP",NA,"valve",13110,NA,"Diatoms","valve","Navicula hanseatica","DIAT",10,10
"2660","NISP",NA,"valve",13112,NA,"Diatoms","valve","Brachysira type 1 St-Jacques","DIAT",5,5
"2661","NISP",NA,"valve",13113,NA,"Diatoms","valve","Fragilaria small girdle St-Jacques","DIAT",54,54
"2662","NISP",NA,"valve",13114,NA,"Diatoms","valve","Reimeria uniseriata","DIAT",3,3
"2663","NISP",NA,"valve",13115,NA,"Diatoms","valve","Urosolenia eriensis","DIAT",23,18
"2664","NISP",NA,"valve",13116,NA,"Diatoms","valve","Brevisira arentii","DIAT",4,4
"2665","NISP",NA,"valve",13118,NA,"Diatoms","valve","Pseudostaurosiropsis connecticutensis","DIAT",7,7
"2666","NISP",NA,"valve",13120,NA,"Diatoms","valve","Pseudostaurosira microstriata","DIAT",2,2
"2667","NISP",NA,"valve",13121,NA,"Diatoms","valve","Frustulia bahlsii","DIAT",26,14
"2668","NISP",NA,"valve",13125,NA,"Diatoms","valve","Nitzschia hybrida","DIAT",1,1
"2669","NISP",NA,"valve",13126,NA,"Diatoms","valve","Discostella asterocostata","DIAT",4,4
"2670","NISP",NA,"valve",13127,NA,"Diatoms","valve","Fragilaria longifusiformis","DIAT",3,3
"2671","NISP",NA,"valve",13128,NA,"Diatoms","valve","Kobayasiella venezuelensis","DIAT",4,4
"2672","NISP",NA,"valve",13129,NA,"Diatoms","valve","Stenopterobia planctonica","DIAT",11,11
"2673","NISP",NA,"valve",13130,NA,"Diatoms","valve","Staurosirella subrobusta","DIAT",2,2
"2674","NISP",NA,"valve",13131,NA,"Diatoms","valve","Pseudostaurosira polonica","DIAT",1,1
"2675","NISP",NA,"valve",13132,NA,"Diatoms","valve","Cyclotella meduanae","DIAT",8,8
"2676","NISP",NA,"valve",13135,NA,"Diatoms","valve","Navicula trophicatrix","DIAT",1,1
"2677","NISP",NA,"valve",13136,NA,"Diatoms","valve","Sellaphora parapupula","DIAT",32,28
"2678","NISP",NA,"valve",13142,NA,"Diatoms","valve","Achnanthidium reimeri","DIAT",15,15
"2679","NISP",NA,"valve",13144,NA,"Diatoms","valve","Cyclotella gordonensis","DIAT",8,7
"2680","NISP",NA,"valve",13145,NA,"Diatoms","valve","Ulnaria contracta","DIAT",7,7
"2681","NISP",NA,"valve",13151,NA,"Diatoms","valve","Fragilariforma acidobiontica","DIAT",66,46
"2682","NISP",NA,"valve",13165,NA,"Diatoms","valve","Brachysira styriaca","DIAT",93,59
"2683","NISP",NA,"valve",13166,NA,"Diatoms","valve","Proschkinia bulnheimii","DIAT",1,1
"2684","NISP",NA,"valve",13169,NA,"Diatoms","valve","Pinnularia brauniana","DIAT",85,49
"2685","NISP",NA,"valve",13172,NA,"Diatoms","valve","Eunotia curvata fo. bergii","DIAT",233,29
"2686","NISP",NA,"valve",13174,NA,"Diatoms","valve","Aulacoseira distans var. nivaloides","DIAT",79,76
"2687","NISP",NA,"valve",13175,NA,"Diatoms","valve","Achnanthidium jackii","DIAT",31,31
"2688","NISP",NA,"valve",13176,NA,"Diatoms","valve","Encyonema paucistriatum","DIAT",1,1
"2689","NISP",NA,"valve",13178,NA,"Diatoms","valve","Fallacia litoricola","DIAT",3,3
"2690","NISP",NA,"valve",13180,NA,"Diatoms","valve","Nitzschia gisela","DIAT",1,1
"2691","NISP",NA,"valve",13186,NA,"Diatoms","valve","Achnanthidium duthii","DIAT",5,5
"2692","NISP",NA,"valve",13189,NA,"Diatoms","valve","Cymbopleura subcuspidata","DIAT",25,20
"2693","NISP",NA,"valve",13190,NA,"Diatoms","valve","Cymbopleura inaequalis","DIAT",4,4
"2694","NISP",NA,"valve",13191,NA,"Diatoms","valve","Cymbopleura hauckii","DIAT",1,1
"2695","NISP",NA,"valve",13193,NA,"Diatoms","valve","Cymbopleura naviculiformis","DIAT",44,39
"2696","NISP",NA,"valve",13199,NA,"Diatoms","valve","Cymbopleura incerta","DIAT",9,9
"2697","NISP",NA,"valve",13200,NA,"Diatoms","valve","Cymbopleura subaequalis","DIAT",1,1
"2698","NISP",NA,"valve",13202,NA,"Diatoms","valve","Navicula digitoradiata","DIAT",4,4
"2699","NISP",NA,"valve",13203,NA,"Diatoms","valve","Fallacia helensis","DIAT",4,4
"2700","NISP",NA,"valve",13206,NA,"Diatoms","valve","Neidiopsis levanderi","DIAT",4,4
"2701","NISP",NA,"valve",13207,NA,"Diatoms","valve","Kobayasiella madumensis","DIAT",31,31
"2702","NISP",NA,"valve",13212,NA,"Diatoms","valve","Psammothidium curtissimum","DIAT",16,15
"2703","NISP",NA,"valve",13216,NA,"Diatoms","valve","Rossithidium nodosum","DIAT",3,3
"2704","NISP",NA,"valve",13217,NA,"Diatoms","valve","Karayevia oblongella","DIAT",5,5
"2705","NISP",NA,"valve",13221,NA,"Diatoms","valve","Halamphora coffeaeformis","DIAT",1,1
"2706","NISP",NA,"valve",13222,NA,"Diatoms","valve","Amphora eximia","DIAT",5,5
"2707","NISP",NA,"valve",13224,NA,"Diatoms","valve","Halamphora montana","DIAT",4,4
"2708","NISP",NA,"valve",13230,NA,"Diatoms","valve","Halamphora thumensis","DIAT",5,5
"2709","NISP",NA,"valve",13234,NA,"Diatoms","valve","Halamphora veneta","DIAT",1,1
"2710","NISP",NA,"valve",13235,NA,"Diatoms","valve","Brachysira follis","DIAT",20,20
"2711","NISP",NA,"valve",13236,NA,"Diatoms","valve","Brachysira serians var. acuta","DIAT",9,9
"2712","NISP",NA,"valve",13237,NA,"Diatoms","valve","Aulacoseira nivalis","DIAT",8,8
"2713","NISP",NA,"valve",13238,NA,"Diatoms","valve","Aulacoseira pusilla","DIAT",33,33
"2714","NISP",NA,"valve",13242,NA,"Diatoms","valve","Encyonopsis aequalis","DIAT",20,20
"2715","NISP",NA,"valve",13243,NA,"Diatoms","valve","Cymbellafalsa diluviana","DIAT",5,4
"2716","NISP",NA,"valve",13245,NA,"Diatoms","valve","Encyonema neogracile","DIAT",46,46
"2717","NISP",NA,"valve",13247,NA,"Diatoms","valve","Encyonema mesianum","DIAT",3,3
"2718","NISP",NA,"valve",13251,NA,"Diatoms","valve","Eunotia mucophila","DIAT",32,32
"2719","NISP",NA,"valve",13255,NA,"Diatoms","valve","Semiorbis hemicyclus","DIAT",142,46
"2720","NISP",NA,"valve",13256,NA,"Diatoms","valve","Eunotia satelles","DIAT",1,1
"2721","NISP",NA,"valve",13257,NA,"Diatoms","valve","Eunotia tetraodon","DIAT",17,17
"2722","NISP",NA,"valve",13259,NA,"Diatoms","valve","Fragilaria mesolepta","DIAT",14,14
"2723","NISP",NA,"valve",13261,NA,"Diatoms","valve","Ulnaria lanceolata","DIAT",1,1
"2724","NISP",NA,"valve",13265,NA,"Diatoms","valve","Gomphonema coronatum","DIAT",16,16
"2725","NISP",NA,"valve",13268,NA,"Diatoms","valve","Fallacia maceria","DIAT",4,4
"2726","NISP",NA,"valve",13270,NA,"Diatoms","valve","Sellaphora bacilloides","DIAT",2,2
"2727","NISP",NA,"valve",13274,NA,"Diatoms","valve","Placoneis symmetrica","DIAT",4,4
"2728","NISP",NA,"valve",13280,NA,"Diatoms","valve","Prestauroneis integra","DIAT",1,1
"2729","NISP",NA,"valve",13288,NA,"Diatoms","valve","Navicula escambia","DIAT",3,3
"2730","NISP",NA,"valve",13289,NA,"Diatoms","valve","Geissleria similis","DIAT",1,1
"2731","NISP",NA,"valve",13290,NA,"Diatoms","valve","Sellaphora stroemii","DIAT",1,1
"2732","NISP",NA,"valve",13292,NA,"Diatoms","valve","Eolimna subminuscula","DIAT",20,18
"2733","NISP",NA,"valve",13296,NA,"Diatoms","valve","Tryblionella angustata var. acuta","DIAT",5,5
"2734","NISP",NA,"valve",13298,NA,"Diatoms","valve","Tryblionella salinarum","DIAT",6,6
"2735","NISP",NA,"valve",13299,NA,"Diatoms","valve","Staurosirella martyi","DIAT",3,3
"2736","NISP",NA,"valve",13301,NA,"Diatoms","valve","Stauroneis siberica","DIAT",3,3
"2737","NISP",NA,"valve",13305,NA,"Diatoms","valve","Surirella subsalsa fo. minuta","DIAT",1,1
"2738","NISP",NA,"valve",13306,NA,"Diatoms","valve","Ulnaria acus","DIAT",11,11
"2739","NISP",NA,"valve",13307,NA,"Diatoms","valve","Ulnaria biceps","DIAT",1,1
"2740","NISP",NA,"valve",13317,NA,"Diatoms","valve","Oxyneis binalis","DIAT",46,30
"2741","NISP",NA,"valve",13319,NA,"Diatoms","valve","Placoneis subplacentula","DIAT",1,1
"2742","NISP",NA,"valve",13321,NA,"Diatoms","valve","Pseudostaurosira elliptica","DIAT",12,12
"2743","NISP",NA,"valve",13327,NA,"Diatoms","valve","Cyclostephanos damasii","DIAT",3,3
"2744","NISP",NA,"valve",13331,NA,"Diatoms","valve","Neidium dilatatum","DIAT",3,3
"2745","NISP",NA,"valve",13333,NA,"Diatoms","valve","Nitzschia vitrea var. salinarum","DIAT",1,1
"2746","NISP",NA,"valve",13337,NA,"Diatoms","valve","Campylodiscus noricus","DIAT",1,1
"2747","NISP",NA,"valve",13338,NA,"Diatoms","valve","Craticula acidoclinata","DIAT",2,2
"2748","NISP",NA,"valve",13339,NA,"Diatoms","valve","Craticula riparia var. mollenhaueri","DIAT",1,1
"2749","NISP",NA,"valve",13346,NA,"Diatoms","valve","Neidium septentrionalis","DIAT",5,5
"2750","NISP",NA,"valve",13348,NA,"Diatoms","valve","Scoliotropis latestriata","DIAT",1,1
"2751","NISP",NA,"valve",13349,NA,"Diatoms","valve","Stauroneis dubitabilis","DIAT",1,1
"2752","NISP",NA,"valve",13352,NA,"Diatoms","valve","Surirella constricta","DIAT",1,1
"2753","NISP",NA,"valve",13354,NA,"Diatoms","valve","Pinnularia aestuarii","DIAT",1,1
"2754","NISP",NA,"valve",13355,NA,"Diatoms","valve","Urosolenia longiseta","DIAT",2,2
"2755","NISP",NA,"valve",13359,NA,"Diatoms","valve","Staurosirella pinnata var. trigona","DIAT",8,4
"2756","NISP",NA,"valve",13361,NA,"Diatoms","valve","Staurosira spp.","DIAT",2,2
"2757","NISP",NA,"valve",13363,NA,"Diatoms","valve","Nupela frezelii","DIAT",3,3
"2758","NISP",NA,"valve",13366,NA,"Diatoms","valve","Eunotia lewisii","DIAT",1,1
"2759","NISP",NA,"valve",13367,NA,"Diatoms","valve","Kobayasiella pseudosubtilissima","DIAT",16,16
"2760","NISP",NA,"valve",14157,NA,"Diatoms","valve","Achnanthes ploenensis","DIAT",3,3
"2761","NISP",NA,"valve",24272,NA,"Diatoms","valve","Fragilaria elliptica","DIAT",16,12
"2762","NISP",NA,"valve",24280,NA,"Diatoms","valve","Aulacoseira distans var. tenella","DIAT",238,83
"2763","NISP",NA,"valve",24288,NA,"Diatoms","valve","Pinnularia silicula","DIAT",18,4
"2764","NISP",NA,"valve",24290,NA,"Diatoms","valve","Aulacoseira humilis","DIAT",50,49
"2765","NISP",NA,"valve",24294,NA,"Diatoms","valve","Hantzschia spp.","DIAT",8,4
"2766","NISP",NA,"valve",24312,NA,"Diatoms","valve","Brachysira neoexilis","DIAT",124,70
"2767","NISP",NA,"valve",24313,NA,"Diatoms","valve","Achnanthes biasolettiana var. subatomus","DIAT",30,21
"2768","NISP",NA,"valve",24328,NA,"Diatoms","valve","Navicula cryptotenella fo. 1 PISCES","DIAT",39,39
"2769","NISP",NA,"valve",24332,NA,"Diatoms","valve","Fragilaria pulchella","DIAT",2,1
"2770","NISP",NA,"valve",24335,NA,"Diatoms","valve","Amphora sp. 1 PISCES","DIAT",20,20
"2771","NISP",NA,"valve",24336,NA,"Diatoms","valve","Amphora sp. 4 PISCES","DIAT",13,13
"2772","NISP",NA,"valve",24340,NA,"Diatoms","valve","Craticula halophila fo. 1 PISCES","DIAT",22,22
"2773","NISP",NA,"valve",24341,NA,"Diatoms","valve","Craticula halophila fo. 2 PISCES","DIAT",76,76
"2774","NISP",NA,"valve",24342,NA,"Diatoms","valve","Surirella sp. 1 PISCES","DIAT",9,9
"2775","NISP",NA,"valve",24351,NA,"Diatoms","valve","Luticola spp.","DIAT",1,1
"2776","NISP",NA,"valve",24354,NA,"Diatoms","valve","Nitzschia liebetruthii fo. 1 PISCES","DIAT",4,4
"2777","NISP",NA,"valve",24357,NA,"Diatoms","valve","Amphora sp. 3 PISCES","DIAT",9,9
"2778","NISP",NA,"valve",24360,NA,"Diatoms","valve","Asterionella spp.","DIAT",2,2
"2779","NISP",NA,"valve",24361,NA,"Diatoms","valve","Cymbella sp. 1 PISCES","DIAT",29,29
"2780","NISP",NA,"valve",24362,NA,"Diatoms","valve","Cymbella sp. 2 PISCES","DIAT",32,32
"2781","NISP",NA,"valve",24363,NA,"Diatoms","valve","Fragilaria delicatissima","DIAT",1,1
"2782","NISP",NA,"valve",24365,NA,"Diatoms","valve","Fragilaria sp. 1 PISCES","DIAT",27,27
"2783","NISP",NA,"valve",24366,NA,"Diatoms","valve","Navicula agrestis","DIAT",55,14
"2784","NISP",NA,"valve",24369,NA,"Diatoms","valve","Navicula sp. 1 PISCES","DIAT",15,15
"2785","NISP",NA,"valve",24370,NA,"Diatoms","valve","Navicula sp. 2 PISCES","DIAT",2,2
"2786","NISP",NA,"valve",24374,NA,"Diatoms","valve","Nitzschia linearis var. subtilis","DIAT",3,3
"2787","NISP",NA,"valve",24376,NA,"Diatoms","valve","Achnanthes chlidanos","DIAT",179,73
