,units,context,element,taxonid,symmetry,taxongroup,elementtype,variablename,replacement,ecologicalgroup,samples,sites
3529,NISP,NA,valve,45623,NA,Diatoms,valve,Navicula aff. effrenata NAWQA EAM,,DIAT,3,3
2508,NISP,NA,valve,27945,NA,Diatoms,valve,Navicula aff. phyllepta,,DIAT,3,3
3611,NISP,NA,valve,49169,NA,Diatoms,valve,Navicula aff. repentina,,DIAT,1,1
3587,NISP,NA,valve,47983,NA,Diatoms,valve,Navicula aff. sp. 4 PISCES,,DIAT,1,1
2406,NISP,NA,valve,26995,NA,Diatoms,valve,Navicula aff. subminuscula,,DIAT,5,5
2668,NISP,NA,valve,29898,NA,Diatoms,valve,Navicula aff. tenuicephala,,DIAT,1,1
2525,NISP,NA,valve,28003,NA,Diatoms,valve,Navicula aff. trophicatrix,,DIAT,7,7
2241,NISP,NA,valve,24950,NA,Diatoms,valve,Navicula aff. veneta,,DIAT,7,7
2173,NISP,NA,valve,24366,NA,Diatoms,valve,Navicula agrestis,,DIAT,55,14
999,NISP,NA,valve,11451,NA,Diatoms,valve,Navicula americana,,DIAT,3,3
2255,NISP,NA,valve,25008,NA,Diatoms,valve,Navicula amphibola,,DIAT,3,3
1000,NISP,NA,valve,11453,NA,Diatoms,valve,Navicula anglica,,DIAT,1,1
809,NISP,NA,valve,11216,NA,Diatoms,valve,Navicula angusta,,DIAT,88,77
2824,NISP,NA,valve,35946,NA,Diatoms,valve,Navicula angustata,,DIAT,10,10
1931,NISP,NA,valve,12849,NA,Diatoms,valve,Navicula antonii,,DIAT,33,32
1845,NISP,NA,valve,12678,NA,Diatoms,valve,Navicula arctotenelloides,,DIAT,2,2
2254,NISP,NA,valve,25007,NA,Diatoms,valve,Navicula arenaria,,DIAT,4,4
810,NISP,NA,valve,11217,NA,Diatoms,valve,Navicula arvensis,,DIAT,121,77
3716,percent,NA,valve,11217,NA,Diatoms,valve,Navicula arvensis,,DIAT,7,7
2223,NISP,NA,valve,24806,NA,Diatoms,valve,Navicula atomus,,DIAT,2,2
934,NISP,NA,valve,11368,NA,Diatoms,valve,Navicula aurora,,DIAT,24,24
3736,percent,NA,valve,11368,NA,Diatoms,valve,Navicula aurora,,DIAT,1,1
2538,NISP,NA,valve,28024,NA,Diatoms,valve,Navicula aurora/N. aurora var. ?,,DIAT,2,2
928,NISP,NA,valve,11352,NA,Diatoms,valve,Navicula bacillum,,DIAT,47,25
812,NISP,NA,valve,11219,NA,Diatoms,valve,Navicula bicephala,,DIAT,2,2
813,NISP,NA,valve,11220,NA,Diatoms,valve,Navicula biconica,,DIAT,1,1
2742,NISP,NA,valve,30918,NA,Diatoms,valve,Navicula bra (MEnach Abiti),,DIAT,4,4
1080,NISP,NA,valve,11604,NA,Diatoms,valve,Navicula brasiliana,,DIAT,2,2
814,NISP,NA,valve,11221,NA,Diatoms,valve,Navicula bremensis,,DIAT,428,105
815,NISP,NA,valve,11222,NA,Diatoms,valve,Navicula brevissima,,DIAT,1,1
2191,NISP,NA,valve,24536,NA,Diatoms,valve,Navicula bryophila,,DIAT,37,32
1097,NISP,NA,valve,11628,NA,Diatoms,valve,Navicula bulnheimii,,DIAT,8,8
1021,NISP,NA,valve,11505,NA,Diatoms,valve,Navicula canalis,,DIAT,11,11
1012,NISP,NA,valve,11470,NA,Diatoms,valve,Navicula capitata,,DIAT,51,45
3739,percent,NA,valve,11470,NA,Diatoms,valve,Navicula capitata,,DIAT,4,4
935,NISP,NA,valve,11369,NA,Diatoms,valve,Navicula capitata var. hungarica,,DIAT,20,20
1022,NISP,NA,valve,11507,NA,Diatoms,valve,Navicula capitata var. lueneburgensis,,DIAT,2,2
1076,NISP,NA,valve,11597,NA,Diatoms,valve,Navicula capitatoradiata,,DIAT,55,54
936,NISP,NA,valve,11370,NA,Diatoms,valve,Navicula cari,,DIAT,181,91
1783,NISP,NA,valve,12557,NA,Diatoms,valve,Navicula catalanogermanica,,DIAT,1,1
1071,NISP,NA,valve,11591,NA,Diatoms,valve,Navicula caterva,,DIAT,1,1
2864,NISP,NA,valve,36079,NA,Diatoms,valve,Navicula cf. angusta NLA EWT,,DIAT,1,1
2351,NISP,NA,valve,25310,NA,Diatoms,valve,Navicula cf. arvensis,,DIAT,2,2
3427,NISP,NA,valve,39295,NA,Diatoms,valve,Navicula cf. bahusiensis NLA BSL,,DIAT,1,1
2948,NISP,NA,valve,36333,NA,Diatoms,valve,Navicula cf. capitatoradiata NLA DB,,DIAT,1,1
3024,NISP,NA,valve,36450,NA,Diatoms,valve,Navicula cf. comoides NLA BSL,,DIAT,1,1
1101,NISP,NA,valve,11632,NA,Diatoms,valve,Navicula cf. cryptocephala FRITZ,,DIAT,1,1
2791,NISP,NA,valve,35861,NA,Diatoms,valve,Navicula cf. cryptocephala NLA DB,,DIAT,2,2
2669,NISP,NA,valve,29899,NA,Diatoms,valve,Navicula cf. cryptotenella,,DIAT,4,4
2894,NISP,NA,valve,36171,NA,Diatoms,valve,Navicula cf. cryptotenelloides NLA DB,,DIAT,2,2
2224,NISP,NA,valve,24810,NA,Diatoms,valve,Navicula cf. detenta,,DIAT,1,1
3518,NISP,NA,valve,45609,NA,Diatoms,valve,Navicula cf. difficillimoides,,DIAT,1,1
2670,NISP,NA,valve,29900,NA,Diatoms,valve,Navicula cf. digna,,DIAT,1,1
2792,NISP,NA,valve,35862,NA,Diatoms,valve,Navicula cf. erifuga NLA BSL,,DIAT,1,1
2350,NISP,NA,valve,25309,NA,Diatoms,valve,Navicula cf. fluens,,DIAT,8,8
3002,NISP,NA,valve,36428,NA,Diatoms,valve,Navicula cf. graciloides NLA BSL,,DIAT,1,1
888,NISP,NA,valve,11296,NA,Diatoms,valve,Navicula cf. heimansii,,DIAT,104,38
2403,NISP,NA,valve,26989,NA,Diatoms,valve,Navicula cf. heimansioides UMICH,,DIAT,1,1
3547,NISP,NA,valve,45643,NA,Diatoms,valve,Navicula cf. hybrida,,DIAT,1,1
2709,NISP,NA,valve,30801,NA,Diatoms,valve,Navicula cf. indifferens,,DIAT,1,1
2865,NISP,NA,valve,36080,NA,Diatoms,valve,Navicula cf. irmengardis,,DIAT,3,3
2930,NISP,NA,valve,36292,NA,Diatoms,valve,Navicula cf. lanceolata NLA DB,,DIAT,2,2
3428,NISP,NA,valve,39296,NA,Diatoms,valve,Navicula cf. laterostrata NLA BSL,,DIAT,1,1
3530,NISP,NA,valve,45624,NA,Diatoms,valve,Navicula cf. laticeps NLA EWT,,DIAT,1,1
3519,NISP,NA,valve,45610,NA,Diatoms,valve,Navicula cf. levanderii NLA EWT,,DIAT,1,1
2793,NISP,NA,valve,35863,NA,Diatoms,valve,Navicula cf. medioconvexa NLA BSL,,DIAT,1,1
2767,NISP,NA,valve,34418,NA,Diatoms,valve,Navicula cf. minima,,DIAT,1,1
3011,NISP,NA,valve,36437,NA,Diatoms,valve,Navicula cf. minima NLA EWT,,DIAT,2,2
923,NISP,NA,valve,11344,NA,Diatoms,valve,Navicula cf. minuscula,,DIAT,5,5
2836,NISP,NA,valve,36016,NA,Diatoms,valve,Navicula cf. moskalii,,DIAT,1,1
2370,NISP,NA,valve,25434,NA,Diatoms,valve,Navicula cf. pseudobryophila,,DIAT,5,3
2671,NISP,NA,valve,29902,NA,Diatoms,valve,Navicula cf. pseudolanceolata,,DIAT,1,1
2931,NISP,NA,valve,36294,NA,Diatoms,valve,Navicula cf. pseudolanceolata NLA BSL,,DIAT,1,1
2991,NISP,NA,valve,36416,NA,Diatoms,valve,Navicula cf. pseudoventralis NLA JPK,,DIAT,1,1
2866,NISP,NA,valve,36082,NA,Diatoms,valve,Navicula cf. radiosa NLA DB,,DIAT,3,3
2932,NISP,NA,valve,36295,NA,Diatoms,valve,Navicula cf. recens NLA DB,,DIAT,1,1
2672,NISP,NA,valve,29903,NA,Diatoms,valve,Navicula cf. regularis,,DIAT,1,1
1102,NISP,NA,valve,11633,NA,Diatoms,valve,Navicula cf. rhynchocephala var. amphiceros [FRITZ],,DIAT,2,2
2673,NISP,NA,valve,29904,NA,Diatoms,valve,Navicula cf. scutiformis,,DIAT,1,1
1103,NISP,NA,valve,11634,NA,Diatoms,valve,Navicula cf. seminulum FRITZ,,DIAT,2,2
1104,NISP,NA,valve,11635,NA,Diatoms,valve,Navicula cf. spicula FRITZ,,DIAT,4,4
2794,NISP,NA,valve,35864,NA,Diatoms,valve,Navicula cf. stankovicii NLA DB,,DIAT,2,2
2974,NISP,NA,valve,36384,NA,Diatoms,valve,Navicula cf. stroemii NLA BSL,,DIAT,1,1
2674,NISP,NA,valve,29905,NA,Diatoms,valve,Navicula cf. subatomoides,,DIAT,1,1
2975,NISP,NA,valve,36385,NA,Diatoms,valve,Navicula cf. subminuscula NLA DB,,DIAT,1,1
3539,NISP,NA,valve,45635,NA,Diatoms,valve,Navicula cf. subminuscula NLA JPK,,DIAT,1,1
2976,NISP,NA,valve,36386,NA,Diatoms,valve,Navicula cf. submuralis NLA BSL,,DIAT,1,1
3520,NISP,NA,valve,45611,NA,Diatoms,valve,Navicula cf. subrhynchocephala NLA EWT,,DIAT,1,1
2977,NISP,NA,valve,36387,NA,Diatoms,valve,Navicula cf. subrotundata NLA JPK,,DIAT,1,1
902,NISP,NA,valve,11315,NA,Diatoms,valve,Navicula cf. subtilissima var. 1 PIRLA,,DIAT,102,46
903,NISP,NA,valve,11317,NA,Diatoms,valve,Navicula cf. subtilissima var. 2 PIRLA,,DIAT,69,30
904,NISP,NA,valve,11318,NA,Diatoms,valve,Navicula cf. subtilissima var. 3 PIRLA,,DIAT,34,25
909,NISP,NA,valve,11325,NA,Diatoms,valve,Navicula cf. subtilissima var. 4 PIRLA,,DIAT,113,52
939,NISP,NA,valve,11374,NA,Diatoms,valve,Navicula cf. subtilissima var. 5 PIRLA,,DIAT,1,1
994,NISP,NA,valve,11441,NA,Diatoms,valve,Navicula cf. subtilissima var. 6 PIRLA,,DIAT,1,1
2909,NISP,NA,valve,36223,NA,Diatoms,valve,Navicula cf. trivialis NLA DB,,DIAT,2,2
2910,NISP,NA,valve,36224,NA,Diatoms,valve,Navicula cf. trivialis NLA EWT,,DIAT,1,1
2551,NISP,NA,valve,28037,NA,Diatoms,valve,Navicula cf. trophicatrix,,DIAT,3,3
2825,NISP,NA,valve,35948,NA,Diatoms,valve,Navicula cf. veneta NLA DB,,DIAT,3,3
3591,NISP,NA,valve,47988,NA,Diatoms,valve,Navicula cf. vulpina (and cf. forms),,DIAT,8,8
1023,NISP,NA,valve,11509,NA,Diatoms,valve,Navicula cincta,,DIAT,111,110
3741,percent,NA,valve,11509,NA,Diatoms,valve,Navicula cincta,,DIAT,4,4
816,NISP,NA,valve,11223,NA,Diatoms,valve,Navicula clamans,,DIAT,1,1
1024,NISP,NA,valve,11511,NA,Diatoms,valve,Navicula clementis,,DIAT,1,1
817,NISP,NA,valve,11224,NA,Diatoms,valve,Navicula cocconeiformis,,DIAT,446,113
818,NISP,NA,valve,11225,NA,Diatoms,valve,Navicula cocconeiformis var. capitata,,DIAT,2,2
897,NISP,NA,valve,11306,NA,Diatoms,valve,Navicula cohnii,,DIAT,5,4
1069,NISP,NA,valve,11585,NA,Diatoms,valve,Navicula concentrica,,DIAT,20,20
905,NISP,NA,valve,11319,NA,Diatoms,valve,Navicula confervacea,,DIAT,3,3
997,NISP,NA,valve,11447,NA,Diatoms,valve,Navicula contenta,,DIAT,21,12
819,NISP,NA,valve,11226,NA,Diatoms,valve,Navicula contenta var. biceps,,DIAT,1,1
2291,NISP,NA,valve,25086,NA,Diatoms,valve,Navicula costulata,,DIAT,2,2
1025,NISP,NA,valve,11514,NA,Diatoms,valve,Navicula crucicula,,DIAT,3,3
820,NISP,NA,valve,11227,NA,Diatoms,valve,Navicula cryptocephala,,DIAT,670,425
3717,percent,NA,valve,11227,NA,Diatoms,valve,Navicula cryptocephala,,DIAT,24,24
3592,NISP,NA,valve,47989,NA,Diatoms,valve,Navicula cryptocephala (includes cf. forms),,DIAT,13,13
937,NISP,NA,valve,11371,NA,Diatoms,valve,Navicula cryptocephala var. veneta,,DIAT,3,3
2523,NISP,NA,valve,27996,NA,Diatoms,valve,Navicula cryptocephala/N. notha/N. chiarae complex,,DIAT,6,6
1088,NISP,NA,valve,11615,NA,Diatoms,valve,Navicula cryptofallax,,DIAT,1,1
1056,NISP,NA,valve,11567,NA,Diatoms,valve,Navicula cryptotenella,,DIAT,483,307
3597,NISP,NA,valve,47994,NA,Diatoms,valve,Navicula cryptotenella fo. 1 PISCES / N. wildii,,DIAT,25,25
1087,NISP,NA,valve,11614,NA,Diatoms,valve,Navicula cryptotenelloides,,DIAT,31,31
2689,NISP,NA,valve,29934,NA,Diatoms,valve,Navicula cumbriensis,,DIAT,3,3
1001,NISP,NA,valve,11456,NA,Diatoms,valve,Navicula cuspidata,,DIAT,47,47
3737,percent,NA,valve,11456,NA,Diatoms,valve,Navicula cuspidata,,DIAT,8,8
1739,NISP,NA,valve,12503,NA,Diatoms,valve,Navicula dealpina,,DIAT,3,3
821,NISP,NA,valve,11228,NA,Diatoms,valve,Navicula debilissima,,DIAT,1,1
1002,NISP,NA,valve,11457,NA,Diatoms,valve,Navicula decussis,,DIAT,67,8
1092,NISP,NA,valve,11621,NA,Diatoms,valve,Navicula densilineolata,,DIAT,12,12
1047,NISP,NA,valve,11552,NA,Diatoms,valve,Navicula detenta,,DIAT,5,5
1003,NISP,NA,valve,11458,NA,Diatoms,valve,Navicula dicephala,,DIAT,8,4
823,NISP,NA,valve,11230,NA,Diatoms,valve,Navicula difficillima,,DIAT,123,44
1090,NISP,NA,valve,11618,NA,Diatoms,valve,Navicula difficillimoides,,DIAT,1,1
2096,NISP,NA,valve,13202,NA,Diatoms,valve,Navicula digitoradiata,,DIAT,4,4
2545,NISP,NA,valve,28031,NA,Diatoms,valve,Navicula digituloides,,DIAT,3,3
1013,NISP,NA,valve,11471,NA,Diatoms,valve,Navicula digitulus,,DIAT,22,21
1004,NISP,NA,valve,11459,NA,Diatoms,valve,Navicula diluviana,,DIAT,9,9
822,NISP,NA,valve,11229,NA,Diatoms,valve,Navicula diploneoides,,DIAT,1,1
920,NISP,NA,valve,11339,NA,Diatoms,valve,Navicula disjuncta,,DIAT,154,52
824,NISP,NA,valve,11231,NA,Diatoms,valve,Navicula dispensata,,DIAT,2,2
1049,NISP,NA,valve,11556,NA,Diatoms,valve,Navicula eidrigiana,,DIAT,1,1
1016,NISP,NA,valve,11493,NA,Diatoms,valve,Navicula elginensis,,DIAT,86,19
2495,NISP,NA,valve,27438,NA,Diatoms,valve,Navicula elginensis var. neglecta,,DIAT,1,1
2268,NISP,NA,valve,25022,NA,Diatoms,valve,Navicula elginensis/bicephala,,DIAT,44,44
3795,percent,NA,valve,25022,NA,Diatoms,valve,Navicula elginensis/bicephala,,DIAT,5,5
2589,NISP,NA,valve,28626,NA,Diatoms,valve,Navicula engmatica,,DIAT,1,1
1072,NISP,NA,valve,11593,NA,Diatoms,valve,Navicula erifuga,,DIAT,33,33
2128,NISP,NA,valve,13288,NA,Diatoms,valve,Navicula escambia,,DIAT,3,3
2189,NISP,NA,valve,24517,NA,Diatoms,valve,Navicula exigua,,DIAT,15,15
1061,NISP,NA,valve,11572,NA,Diatoms,valve,Navicula exigua var. signata,,DIAT,1,1
1067,NISP,NA,valve,11583,NA,Diatoms,valve,Navicula expecta,,DIAT,34,26
825,NISP,NA,valve,11232,NA,Diatoms,valve,Navicula explanata,,DIAT,22,16
3718,percent,NA,valve,11232,NA,Diatoms,valve,Navicula explanata,,DIAT,1,1
1005,NISP,NA,valve,11460,NA,Diatoms,valve,Navicula farta,,DIAT,40,22
932,NISP,NA,valve,11360,NA,Diatoms,valve,Navicula festiva,,DIAT,376,48
3346,NISP,NA,valve,39059,NA,Diatoms,valve,Navicula freesei,,DIAT,2,2
965,NISP,NA,valve,11403,NA,Diatoms,valve,Navicula gallica,,DIAT,5,5
848,NISP,NA,valve,11256,NA,Diatoms,valve,Navicula gallica var. perpusilla,,DIAT,6,6
3738,percent,NA,valve,11461,NA,Diatoms,valve,Navicula gastrum,,DIAT,3,3
1006,NISP,NA,valve,11461,NA,Diatoms,valve,Navicula gastrum,,DIAT,2,2
1081,NISP,NA,valve,11606,NA,Diatoms,valve,Navicula gastrum var. signata,,DIAT,7,7
1050,NISP,NA,valve,11557,NA,Diatoms,valve,Navicula gerloffii,,DIAT,3,3
1070,NISP,NA,valve,11587,NA,Diatoms,valve,Navicula germainii,,DIAT,24,22
1026,NISP,NA,valve,11517,NA,Diatoms,valve,Navicula gibbosa,,DIAT,1,1
838,NISP,NA,valve,11246,NA,Diatoms,valve,Navicula globosa,,DIAT,5,4
3722,percent,NA,valve,11246,NA,Diatoms,valve,Navicula globosa,,DIAT,4,4
826,NISP,NA,valve,11233,NA,Diatoms,valve,Navicula globulifera,,DIAT,58,34
1836,NISP,NA,valve,12664,NA,Diatoms,valve,Navicula glomus,,DIAT,3,3
827,NISP,NA,valve,11234,NA,Diatoms,valve,Navicula gottlandica,,DIAT,1,1
1098,NISP,NA,valve,11629,NA,Diatoms,valve,Navicula gracilis,,DIAT,9,9
3744,percent,NA,valve,11629,NA,Diatoms,valve,Navicula gracilis,,DIAT,7,7
828,NISP,NA,valve,11235,NA,Diatoms,valve,Navicula gregaria,,DIAT,91,87
829,NISP,NA,valve,11236,NA,Diatoms,valve,Navicula gysingensis,,DIAT,37,32
3719,percent,NA,valve,11236,NA,Diatoms,valve,Navicula gysingensis,,DIAT,1,1
830,NISP,NA,valve,11237,NA,Diatoms,valve,Navicula halophila,,DIAT,22,22
1099,NISP,NA,valve,11630,NA,Diatoms,valve,Navicula halophila fo. subcapitata,,DIAT,2,2
1027,NISP,NA,valve,11518,NA,Diatoms,valve,Navicula hambergii,,DIAT,1,1
2056,NISP,NA,valve,13110,NA,Diatoms,valve,Navicula hanseatica,,DIAT,10,10
1082,NISP,NA,valve,11607,NA,Diatoms,valve,Navicula harderi,,DIAT,11,5
1041,NISP,NA,valve,11542,NA,Diatoms,valve,Navicula hassiaca,,DIAT,23,6
1057,NISP,NA,valve,11568,NA,Diatoms,valve,Navicula hasta,,DIAT,13,13
2626,NISP,NA,valve,29721,NA,Diatoms,valve,Navicula heimansii,,DIAT,14,1
1800,NISP,NA,valve,12586,NA,Diatoms,valve,Navicula heimansioides,,DIAT,14,13
1063,NISP,NA,valve,11579,NA,Diatoms,valve,Navicula helensis,,DIAT,3,3
2585,NISP,NA,valve,28558,NA,Diatoms,valve,Navicula heufleri,,DIAT,1,1
2911,NISP,NA,valve,36225,NA,Diatoms,valve,Navicula heufleriana,,DIAT,1,1
1844,NISP,NA,valve,12677,NA,Diatoms,valve,Navicula hintzii,,DIAT,9,9
1009,NISP,NA,valve,11467,NA,Diatoms,valve,Navicula hustedtii,,DIAT,4,4
2320,NISP,NA,valve,25153,NA,Diatoms,valve,Navicula hustedtii var. obtusa,,DIAT,1,1
1017,NISP,NA,valve,11495,NA,Diatoms,valve,Navicula ignota,,DIAT,90,13
2228,NISP,NA,valve,24820,NA,Diatoms,valve,Navicula ignota var. palustris,,DIAT,3,3
2630,NISP,NA,valve,29733,NA,Diatoms,valve,Navicula imbricata,,DIAT,3,2
918,NISP,NA,valve,11334,NA,Diatoms,valve,Navicula impexa,,DIAT,28,21
1028,NISP,NA,valve,11520,NA,Diatoms,valve,Navicula incerta,,DIAT,5,5
1089,NISP,NA,valve,11617,NA,Diatoms,valve,Navicula incertata,,DIAT,3,3
832,NISP,NA,valve,11239,NA,Diatoms,valve,Navicula indifferens,,DIAT,16,15
1042,NISP,NA,valve,11543,NA,Diatoms,valve,Navicula inflexa,,DIAT,1,1
1029,NISP,NA,valve,11521,NA,Diatoms,valve,Navicula ingenua,,DIAT,14,13
1051,NISP,NA,valve,11558,NA,Diatoms,valve,Navicula ingrata,,DIAT,2,2
2757,NISP,NA,valve,31089,NA,Diatoms,valve,Navicula insignita,,DIAT,1,1
833,NISP,NA,valve,11240,NA,Diatoms,valve,Navicula insociabilis,,DIAT,1,1
2237,NISP,NA,valve,24919,NA,Diatoms,valve,Navicula integra,,DIAT,2,2
2292,NISP,NA,valve,25087,NA,Diatoms,valve,Navicula interglacialis,,DIAT,1,1
3502,NISP,NA,valve,45450,NA,Diatoms,valve,Navicula irmengardis,,DIAT,2,2
1058,NISP,NA,valve,11569,NA,Diatoms,valve,Navicula jaagii,,DIAT,88,49
834,NISP,NA,valve,11241,NA,Diatoms,valve,Navicula jaernefeltii,,DIAT,82,28
3720,percent,NA,valve,11241,NA,Diatoms,valve,Navicula jaernefeltii,,DIAT,1,1
2221,NISP,NA,valve,24783,NA,Diatoms,valve,Navicula joubaudii,,DIAT,1,1
2743,NISP,NA,valve,30919,NA,Diatoms,valve,Navicula KLB (MEnach Abiti),,DIAT,4,4
1010,NISP,NA,valve,11468,NA,Diatoms,valve,Navicula kotschyi,,DIAT,20,11
835,NISP,NA,valve,11242,NA,Diatoms,valve,Navicula krasskei,,DIAT,96,17
2210,NISP,NA,valve,24742,NA,Diatoms,valve,Navicula kuelbsii,,DIAT,249,37
2374,NISP,NA,valve,25509,NA,Diatoms,valve,Navicula kuelbsii long,,DIAT,5,3
836,NISP,NA,valve,11244,NA,Diatoms,valve,Navicula laevissima,,DIAT,231,112
3721,percent,NA,valve,11244,NA,Diatoms,valve,Navicula laevissima,,DIAT,8,8
1803,NISP,NA,valve,12590,NA,Diatoms,valve,Navicula lanceolata,,DIAT,114,90
3778,percent,NA,valve,12590,NA,Diatoms,valve,Navicula lanceolata,,DIAT,24,24
837,NISP,NA,valve,11245,NA,Diatoms,valve,Navicula laterostrata,,DIAT,22,22
1079,NISP,NA,valve,11602,NA,Diatoms,valve,Navicula leistikowii,,DIAT,1,1
2230,NISP,NA,valve,24842,NA,Diatoms,valve,Navicula lenzii,,DIAT,2,2
891,NISP,NA,valve,11299,NA,Diatoms,valve,Navicula leptostriata,,DIAT,484,226
2710,NISP,NA,valve,30802,NA,Diatoms,valve,Navicula leptostriata (central larger),,DIAT,14,9
2648,NISP,NA,valve,29825,NA,Diatoms,valve,Navicula leptostriata heimansii PLUS sp. 33 PIRLA,,DIAT,305,34
931,NISP,NA,valve,11358,NA,Diatoms,valve,Navicula levanderi,,DIAT,2,2
1062,NISP,NA,valve,11573,NA,Diatoms,valve,Navicula libonensis,,DIAT,91,91
839,NISP,NA,valve,11247,NA,Diatoms,valve,Navicula lobeliae,,DIAT,3,3
1055,NISP,NA,valve,11563,NA,Diatoms,valve,Navicula longicephala,,DIAT,6,6
2293,NISP,NA,valve,25089,NA,Diatoms,valve,Navicula lucinensis,,DIAT,2,2
1011,NISP,NA,valve,11469,NA,Diatoms,valve,Navicula ludloviana,,DIAT,2,2
1077,NISP,NA,valve,11600,NA,Diatoms,valve,Navicula lundii,,DIAT,5,5
2379,NISP,NA,valve,25518,NA,Diatoms,valve,Navicula maceria,,DIAT,2,2
1030,NISP,NA,valve,11525,NA,Diatoms,valve,Navicula maculata,,DIAT,1,1
2344,NISP,NA,valve,25216,NA,Diatoms,valve,Navicula madumensis,,DIAT,2,2
2409,NISP,NA,valve,26998,NA,Diatoms,valve,Navicula mandumensis,,DIAT,8,8
1086,NISP,NA,valve,11612,NA,Diatoms,valve,Navicula margalithii,,DIAT,1,1
1094,NISP,NA,valve,11624,NA,Diatoms,valve,Navicula medioconvexa,,DIAT,6,6
840,NISP,NA,valve,11248,NA,Diatoms,valve,Navicula mediocris,,DIAT,725,199
938,NISP,NA,valve,11372,NA,Diatoms,valve,Navicula mediopunctata,,DIAT,13,13
1031,NISP,NA,valve,11526,NA,Diatoms,valve,Navicula menisculus,,DIAT,69,61
2497,NISP,NA,valve,27440,NA,Diatoms,valve,Navicula menisculus var. grunowii,,DIAT,1,1
1085,NISP,NA,valve,11611,NA,Diatoms,valve,Navicula menisculus var. obtusa,,DIAT,1,1
1018,NISP,NA,valve,11496,NA,Diatoms,valve,Navicula meniscus,,DIAT,8,8
2744,NISP,NA,valve,30920,NA,Diatoms,valve,Navicula mi1 (MEnach Abiti),,DIAT,3,3
1804,NISP,NA,valve,12591,NA,Diatoms,valve,Navicula microcari,,DIAT,3,3
2763,NISP,NA,valve,32295,NA,Diatoms,valve,Navicula microdigitoradiata,,DIAT,19,19
2345,NISP,NA,valve,25236,NA,Diatoms,valve,Navicula micropunctata,,DIAT,1,1
841,NISP,NA,valve,11249,NA,Diatoms,valve,Navicula minima,,DIAT,700,373
3723,percent,NA,valve,11249,NA,Diatoms,valve,Navicula minima,,DIAT,3,3
3593,NISP,NA,valve,47990,NA,Diatoms,valve,Navicula minima (and cf. forms),,DIAT,16,16
998,NISP,NA,valve,11448,NA,Diatoms,valve,Navicula minima var. pseudofossilis,,DIAT,1,1
1045,NISP,NA,valve,11549,NA,Diatoms,valve,Navicula minuscula,,DIAT,81,24
916,NISP,NA,valve,11332,NA,Diatoms,valve,Navicula modica,,DIAT,234,70
2225,NISP,NA,valve,24811,NA,Diatoms,valve,Navicula molestiformis,,DIAT,3,3
3347,NISP,NA,valve,39060,NA,Diatoms,valve,Navicula moskalii,,DIAT,5,5
2610,NISP,NA,valve,28934,NA,Diatoms,valve,Navicula multigramme,,DIAT,5,4
2590,NISP,NA,valve,28627,NA,Diatoms,valve,Navicula muraliformis,,DIAT,3,3
842,NISP,NA,valve,11250,NA,Diatoms,valve,Navicula muralis,,DIAT,12,10
2294,NISP,NA,valve,25090,NA,Diatoms,valve,Navicula muraloides,,DIAT,5,5
843,NISP,NA,valve,11251,NA,Diatoms,valve,Navicula mutica,,DIAT,67,33
3724,percent,NA,valve,11251,NA,Diatoms,valve,Navicula mutica,,DIAT,1,1
992,NISP,NA,valve,11437,NA,Diatoms,valve,Navicula mutica var. nivalis,,DIAT,1,1
925,NISP,NA,valve,11348,NA,Diatoms,valve,Navicula naumanni,,DIAT,4,2
2634,NISP,NA,valve,29787,NA,Diatoms,valve,Navicula neoventricosa,,DIAT,2,2
844,NISP,NA,valve,11252,NA,Diatoms,valve,Navicula notha,,DIAT,248,204
3348,NISP,NA,valve,39061,NA,Diatoms,valve,Navicula nugalis,,DIAT,6,6
2596,NISP,NA,valve,28717,NA,Diatoms,valve,Navicula obdurata,,DIAT,1,1
1096,NISP,NA,valve,11626,NA,Diatoms,valve,Navicula oblonga,,DIAT,157,153
3743,percent,NA,valve,11626,NA,Diatoms,valve,Navicula oblonga,,DIAT,5,5
3578,NISP,NA,valve,45674,NA,Diatoms,valve,Navicula oblongella,,DIAT,1,1
845,NISP,NA,valve,11253,NA,Diatoms,valve,Navicula obsidialis,,DIAT,2,2
1068,NISP,NA,valve,11584,NA,Diatoms,valve,Navicula obsoleta,,DIAT,9,9
924,NISP,NA,valve,11347,NA,Diatoms,valve,Navicula okadae,,DIAT,9,1
1988,NISP,NA,valve,12948,NA,Diatoms,valve,Navicula oligotraphenta,,DIAT,8,8
2051,NISP,NA,valve,13100,NA,Diatoms,valve,Navicula oppugnata,,DIAT,1,1
1740,NISP,NA,valve,12504,NA,Diatoms,valve,Navicula parabilis,,DIAT,1,1
2649,NISP,NA,valve,29826,NA,Diatoms,valve,Navicula parsura,,DIAT,5,2
846,NISP,NA,valve,11254,NA,Diatoms,valve,Navicula paucivisitata,,DIAT,21,8
847,NISP,NA,valve,11255,NA,Diatoms,valve,Navicula pelliculosa,,DIAT,4,4
2611,NISP,NA,valve,28935,NA,Diatoms,valve,Navicula pennsylvanica,,DIAT,2,2
1015,NISP,NA,valve,11486,NA,Diatoms,valve,Navicula peregrina,,DIAT,27,25
3740,percent,NA,valve,11486,NA,Diatoms,valve,Navicula peregrina,,DIAT,1,1
1060,NISP,NA,valve,11571,NA,Diatoms,valve,Navicula perminuta,,DIAT,9,9
